TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20000101,24.663,0.0,503.431,192.011,0.0,428.195,0.0,5.814,0.0,96.683,0.0,7.861,0.0,1.571,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,60.52,-9999,-9999,-9999,-9999,-9999,29.8761,-9999,-9999,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.97408,3.84334,4.48051,4.95543,5.85345,4.96715,5.4666,5.74141,2.80967,2.81299,3.32553,3.38049,4.26171,4.27664,4.3025,4.33131,-9999,-9999
20000102,24.839,0.0,503.226,220.494,0.0,425.51,0.0,4.749,0.0,96.766,0.0,13.242,0.0,2.675,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,77.444,-9999,-9999,-9999,-9999,-9999,46.4993,-9999,-9999,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,5.00453,3.8704,4.50291,4.98518,5.90067,5.19262,5.69318,5.90155,2.81471,2.81804,3.3315,3.38655,4.81759,4.81759,4.84131,4.8649,-9999,-9999
20000103,22.631,0.0,502.994,195.338,0.0,415.09,0.0,7.377,0.0,97.248,0.0,5.941,0.0,6.591,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3608,-9999,-9999,-9999,-9999,-9999,41.4574,-9999,-9999,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.62395,3.53679,4.22166,4.61325,6.05771,4.73992,5.37193,5.5361,2.75114,2.75439,3.25626,3.31006,4.24394,4.26501,4.28991,4.31672,-9999,-9999
20000104,21.851,0.0,502.735,91.748,0.0,420.479,0.0,3.812,0.0,97.247,0.0,5.41,0.0,5.701,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,60.52,-9999,-9999,-9999,-9999,-9999,29.8761,-9999,-9999,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.48839,3.43192,4.12203,4.48086,5.39946,4.59345,5.12375,5.35973,2.72916,2.73239,3.23024,3.28362,2.26356,2.27616,2.40697,2.42795,-9999,-9999
20000105,24.093,0.0,502.448,213.235,0.0,421.954,0.0,6.835,0.0,97.051,0.0,2.6,0.0,2.449,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,77.444,-9999,-9999,-9999,-9999,-9999,46.4993,-9999,-9999,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.87616,3.75669,4.40813,4.8597,5.78072,5.09784,5.57776,5.78378,2.79312,2.79642,3.30594,3.36057,4.65248,4.68053,4.70794,4.73633,-9999,-9999
20000106,24.068,0.0,502.136,207.005,0.0,420.396,0.0,3.987,0.0,96.85,0.0,7.108,0.0,1.426,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3608,-9999,-9999,-9999,-9999,-9999,41.4574,-9999,-9999,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.87013,3.75016,4.40459,4.85397,6.28769,4.92265,5.59328,5.77622,2.79309,2.79639,3.3059,3.36053,4.59234,4.60329,4.63386,4.66373,-9999,-9999
20000107,24.433,0.0,501.795,147.671,0.0,427.537,0.0,4.71,0.0,96.555,0.0,7.701,0.0,1.847,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,60.52,-9999,-9999,-9999,-9999,-9999,29.8761,-9999,-9999,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.9334,3.80647,4.45131,4.91578,5.81536,4.9387,5.4304,5.70459,2.80353,2.80684,3.31826,3.37309,3.45873,3.48402,3.58374,3.61449,-9999,-9999
20000108,21.885,0.0,501.427,49.787,0.0,418.594,0.0,2.848,0.0,96.584,0.0,22.907,0.0,4.122,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,77.444,-9999,-9999,-9999,-9999,-9999,46.4993,-9999,-9999,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.49717,3.43881,4.12675,4.48919,5.4266,4.82671,5.23989,5.49407,2.72902,2.73224,3.23007,3.28344,1.28308,1.28826,1.4026,1.41594,-9999,-9999
20000109,21.75,0.0,501.031,200.242,0.0,402.05,0.0,7.404,0.0,96.746,0.0,0.279,0.0,4.377,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3608,-9999,-9999,-9999,-9999,-9999,41.4574,-9999,-9999,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.47462,3.42141,4.10957,4.46709,5.91831,4.6281,5.26046,5.424,2.72482,2.72804,3.2251,3.2784,4.40845,4.43547,4.4622,4.4883,-9999,-9999
20000110,23.814,0.0,500.608,262.803,0.0,401.62,0.0,8.553,0.0,96.556,0.0,0.0,0.0,2.19,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,60.52,-9999,-9999,-9999,-9999,-9999,29.8761,-9999,-9999,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.83095,3.71851,4.37278,4.81525,5.71991,4.85724,5.34232,5.62479,2.78391,2.7872,3.29503,3.34948,5.38379,5.38335,5.41346,5.44931,-9999,-9999
20000111,24.043,0.0,500.157,248.409,0.0,399.528,0.0,8.167,0.0,96.701,0.0,0.57,0.0,3.609,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,77.444,-9999,-9999,-9999,-9999,-9999,46.4993,-9999,-9999,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.8679,3.74962,4.40154,4.85159,5.77302,5.09148,5.57032,5.77605,2.79151,2.79481,3.30404,3.35864,5.2051,5.2063,5.23865,5.27541,-9999,-9999
20000112,24.656,0.0,499.676,326.881,0.0,389.446,0.0,9.611,0.0,96.589,0.0,0.382,0.0,2.39,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3608,0.0,86.292,-9999,-9999,-9999,41.4574,0.0,50.1318,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.97768,3.85004,4.47971,4.95846,6.38865,4.99772,5.68981,5.88868,2.80738,2.8107,3.32282,3.37772,6.15545,6.13406,6.15635,6.20132,-9999,-9999
20000113,20.761,0.0,499.17,240.163,0.0,390.622,0.0,7.944,0.0,97.115,0.0,0.658,0.0,8.199,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,60.52,0.0,73.1829,-9999,-9999,-9999,29.8761,0.0,36.1272,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.30468,3.29002,3.96313,4.30095,5.22804,4.4486,5.00103,5.21783,2.69615,2.69934,3.19117,3.2439,5.13411,5.11901,5.14234,5.18015,-9999,-9999
20000114,20.455,0.0,498.634,191.427,0.0,385.168,0.0,8.483,0.0,97.22,0.0,0.123,0.0,6.076,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,77.444,0.0,91.804,-9999,-9999,-9999,46.4993,0.0,55.1214,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.2541,3.25098,3.92282,4.25134,5.19966,4.65395,5.03222,5.28942,2.68656,2.68973,3.17981,3.23236,4.31622,4.35051,4.40086,4.43033,-9999,-9999
20000115,21.281,0.0,498.069,207.773,0.0,392.642,0.0,7.919,0.0,97.122,0.0,0.593,0.0,4.336,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3608,0.0,84.1678,-9999,-9999,-9999,41.4574,0.0,48.8977,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.39448,3.35946,4.04017,4.38871,5.84345,4.56854,5.18891,5.36382,2.7111,2.71431,3.20887,3.26189,4.5763,4.607,4.63474,4.6613,-9999,-9999
20000116,19.27,0.0,497.477,39.678,0.0,411.811,0.0,2.798,0.0,96.967,0.0,25.488,0.0,4.45,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.3987,0.4375,60.52,0.0,70.877,-9999,-9999,-9999,29.8761,0.0,34.9889,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.05394,3.09636,3.76521,4.05394,4.99411,4.25068,4.83313,4.93729,2.65082,2.65396,3.13752,3.18937,1.02638,1.03041,1.12405,1.1348,-9999,-9999
20000117,17.95,0.0,496.854,22.959,0.0,402.925,0.0,2.815,0.0,97.09,0.0,19.757,0.0,7.899,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,93.648,-9999,-9999,-9999,46.4993,0.0,56.2286,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,3.83562,2.90169,3.59113,3.83562,4.80939,4.36406,4.68439,4.90604,2.60935,2.61244,3.08844,3.13947,0.616405,0.617984,0.688366,0.699712,-9999,-9999
20000118,20.331,0.0,496.204,234.256,0.0,375.962,0.0,8.754,0.0,97.423,0.0,0.345,0.0,7.254,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,86.292,-9999,-9999,-9999,41.4574,0.0,50.1318,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.23407,3.23554,3.90659,4.23165,5.69375,4.44802,5.04073,5.24118,2.68247,2.68564,3.17498,3.22745,4.99034,4.99206,5.02681,5.05867,-9999,-9999
20000119,20.494,0.0,495.524,273.7,0.0,363.869,0.0,9.099,0.0,97.655,0.0,0.0,0.0,3.998,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,71.7419,-9999,-9999,-9999,29.8761,0.0,35.4159,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.26424,3.25894,3.92911,4.26098,5.19058,4.41458,4.97039,5.18675,2.68645,2.68963,3.17969,3.23223,5.58465,5.54943,5.58794,5.62428,-9999,-9999
20000120,21.768,0.0,494.815,262.725,0.0,386.308,0.0,8.94,0.0,97.689,0.0,0.449,0.0,2.66,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,91.3427,-9999,-9999,-9999,46.4993,0.0,54.8444,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.47878,3.42466,4.11199,4.47105,5.40954,4.81231,5.22497,5.48076,2.72493,2.72815,3.22523,3.27852,5.37018,5.3643,5.38588,5.41834,-9999,-9999
20000121,21.852,0.0,494.076,272.636,0.0,370.05,0.0,8.566,0.0,97.425,0.0,0.05,0.0,1.851,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,83.5731,-9999,-9999,-9999,41.4574,0.0,48.5523,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.49589,3.43798,4.12304,4.48755,5.93842,4.6415,5.27458,5.44007,2.72633,2.72956,3.22689,3.28022,5.60148,5.60101,5.6331,5.66296,-9999,-9999
20000122,22.909,0.0,493.308,282.355,0.0,380.188,0.0,9.352,0.0,97.157,0.0,0.044,0.0,1.832,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,70.7808,-9999,-9999,-9999,29.8761,0.0,34.9414,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.67607,3.58169,4.2575,4.66379,5.57523,4.73641,5.24073,5.50507,2.75744,2.7607,3.26371,3.31764,5.68247,5.67815,5.70776,5.74126,-9999,-9999
20000123,22.781,0.0,492.511,239.462,0.0,389.174,0.0,8.008,0.0,97.259,0.0,0.392,0.0,2.389,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,90.4863,-9999,-9999,-9999,46.4993,0.0,54.3302,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.65111,3.55784,4.24091,4.63967,5.57046,4.93657,5.37541,5.59223,2.75493,2.75819,3.26074,3.31462,5.11117,5.11366,5.14839,5.18191,-9999,-9999
20000124,22.638,0.0,491.682,290.117,0.0,377.76,0.0,9.121,0.0,97.286,0.0,0.108,0.0,2.145,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,83.3179,-9999,-9999,-9999,41.4574,0.0,48.404,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.62835,3.54031,4.22291,4.61726,6.06203,4.74114,5.3758,5.53949,2.75011,2.75337,3.25504,3.30883,5.74589,5.73325,5.75365,5.79323,-9999,-9999
20000125,23.525,0.0,490.825,321.046,0.0,374.719,0.0,10.594,0.0,97.04,0.0,0.0,0.0,1.593,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,70.6205,-9999,-9999,-9999,29.8761,0.0,34.8623,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.78558,3.68112,4.33634,4.7705,5.6778,4.81966,5.30947,5.58988,2.77382,2.7771,3.2831,3.33735,6.03804,6.03804,6.04836,6.09642,-9999,-9999
20000126,25.141,0.0,489.938,257.729,0.0,411.835,0.0,10.217,0.0,96.855,0.0,0.0,0.0,1.553,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,90.328,-9999,-9999,-9999,46.4993,0.0,54.2352,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,5.06091,3.92368,4.54125,5.03983,5.95369,5.23096,5.74374,5.95369,2.82147,2.8248,3.33949,3.39468,5.10662,5.11525,5.18194,5.20516,-9999,-9999
20000127,23.216,0.0,489.021,61.141,0.0,425.568,0.0,3.017,0.0,96.833,0.0,15.297,0.0,1.169,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,83.0475,-9999,-9999,-9999,41.4574,0.0,48.2469,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.72222,3.61814,4.29611,4.70952,6.14937,4.8142,5.46033,5.60984,2.76905,2.77233,3.27745,3.33161,1.55886,1.56577,1.69176,1.7075,-9999,-9999
20000128,24.659,0.0,488.073,217.541,0.0,418.881,0.0,7.092,0.0,96.348,0.0,2.978,0.0,2.758,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,69.9657,-9999,-9999,-9999,29.8761,0.0,34.539,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.97485,3.84515,4.47998,4.95603,5.85429,4.96652,5.46719,5.74145,2.80888,2.8122,3.32459,3.37953,4.71217,4.71373,4.75053,4.77702,-9999,-9999
20000129,23.859,0.0,487.096,182.77,0.0,411.538,0.0,4.43,0.0,96.465,0.0,5.668,0.0,2.816,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,88.9354,-9999,-9999,-9999,46.4993,0.0,53.399,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.83344,3.71713,4.37814,4.81818,5.74062,5.06896,5.53941,5.74561,2.78736,2.79065,3.29912,3.35364,4.19581,4.22939,4.29937,4.3292,-9999,-9999
20000130,23.898,0.0,486.088,223.381,0.0,406.345,0.0,7.507,0.0,96.823,0.0,0.793,0.0,2.106,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,81.7147,-9999,-9999,-9999,41.4574,0.0,47.4726,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.84266,3.72705,4.38327,4.82695,6.26214,4.90112,5.56854,5.74373,2.78744,2.79074,3.29922,3.35374,4.83589,4.85108,4.87864,4.9126,-9999,-9999
20000131,24.734,0.0,485.049,252.805,0.0,408.709,0.0,6.635,0.0,96.94,0.0,3.776,0.0,2.447,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,69.0975,-9999,-9999,-9999,29.8761,0.0,34.1104,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.9878,3.8566,4.48955,4.96868,5.86639,4.97587,5.47874,5.75333,2.81106,2.81438,3.32718,3.38216,5.33632,5.29339,5.33632,5.3851,-9999,-9999
20000201,25.154,0.0,483.982,264.558,0.0,416.105,0.0,8.604,0.0,97.001,0.0,0.415,0.0,1.563,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,88.059,-9999,-9999,-9999,46.4993,0.0,52.8728,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,5.06093,3.92212,4.54283,5.04007,5.95355,5.23254,5.74382,5.95355,2.82277,2.82611,3.34104,3.39625,5.40634,5.37628,5.40872,5.44406,-9999,-9999
20000202,24.71,0.0,482.882,241.475,0.0,407.531,0.0,7.872,0.0,96.996,0.0,1.51,0.0,2.605,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5818,0.0,71.3608,0.0,80.9021,-9999,-9999,-9999,41.4574,0.0,47.0005,-9999,-9999,-9999,-1.80328,0.0,-9999,-1.81953,-1.11576,-0.517811,0.0,0.0,0.0,4.98264,3.8513,4.48646,4.96374,6.39297,5.00445,5.69438,5.89055,2.8108,2.81412,3.32686,3.38184,5.16291,5.1559,5.17821,5.20741,-9999,-9999
20000203,23.64,0.0,481.754,236.249,0.0,401.577,0.0,7.54,0.0,97.295,0.0,1.064,0.0,4.761,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.11451,0.0,60.52,0.0,68.4084,-9999,-9999,-9999,29.8761,0.0,33.7702,-9999,-9999,-9999,-1.2718,0.0,-9999,-1.2718,-0.955338,-0.457121,0.0,0.0,0.0,4.7968,3.68534,4.35032,4.78227,5.6877,4.83301,5.32456,5.59821,2.78064,2.78393,3.29118,3.34556,4.98634,4.98634,5.02036,5.04328,-9999,-9999
20000204,21.967,0.0,480.594,124.041,0.0,413.149,0.0,3.613,0.0,97.372,0.0,4.367,0.0,4.334,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.10352,0.0,77.444,0.0,87.278,-9999,-9999,-9999,46.4993,0.0,52.4039,-9999,-9999,-9999,-1.29056,0.0,-9999,-1.48189,-1.27059,-0.735445,0.0,0.0,0.0,4.50833,3.44733,4.13686,4.50036,5.43685,4.83674,5.24805,5.50377,2.73255,2.73578,3.23424,3.28769,2.92438,2.9451,3.03992,3.07098,-9999,-9999
